"evidence_id","fitting_class","split","image_path","cached_external_path","cache_exists","file_size_bytes","source_batch","source_dataset","notes"
"batch_008_dr_pattern_evidence_dry_run_021","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0295_moderate_45c39ab9e797.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\017__batch_008_dr_pattern_evidence_dry_run_021__45c39ab9e797.png","true","76140","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_069","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0298_moderate_467b7d9d811c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\018__batch_008_dr_pattern_evidence_dry_run_069__467b7d9d811c.png","true","73137","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_073","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0299_moderate_46923eea9a4e.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\019__batch_008_dr_pattern_evidence_dry_run_073__46923eea9a4e.png","true","71340","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_040","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0316_moderate_4a44cc840ebe.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\020__batch_008_dr_pattern_evidence_dry_run_040__4a44cc840ebe.png","true","68220","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_061","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0331_moderate_4e7694eebb91.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\021__batch_008_dr_pattern_evidence_dry_run_061__4e7694eebb91.png","true","71544","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_023","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0359_moderate_530d78467615.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\022__batch_008_dr_pattern_evidence_dry_run_023__530d78467615.png","true","74464","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_030","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0364_moderate_54bbe3da103e.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\023__batch_008_dr_pattern_evidence_dry_run_030__54bbe3da103e.png","true","67411","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_025","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0373_moderate_57760be09c03.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\024__batch_008_dr_pattern_evidence_dry_run_025__57760be09c03.png","true","73419","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_063","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0375_moderate_57ce57a8cfb0.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\025__batch_008_dr_pattern_evidence_dry_run_063__57ce57a8cfb0.png","true","70460","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_096","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0377_moderate_582f739b8f62.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\026__batch_008_dr_pattern_evidence_dry_run_096__582f739b8f62.png","true","71516","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_094","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0378_moderate_58529a8638d0.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\027__batch_008_dr_pattern_evidence_dry_run_094__58529a8638d0.png","true","69509","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_098","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0383_moderate_59f3f70abddd.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\028__batch_008_dr_pattern_evidence_dry_run_098__59f3f70abddd.png","true","67299","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_083","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0392_moderate_5c8482926a08.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\029__batch_008_dr_pattern_evidence_dry_run_083__5c8482926a08.png","true","70038","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_026","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0398_moderate_5e18af29d812.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\030__batch_008_dr_pattern_evidence_dry_run_026__5e18af29d812.png","true","73051","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_079","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0401_moderate_5e7cc6ab4ac4.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\031__batch_008_dr_pattern_evidence_dry_run_079__5e7cc6ab4ac4.png","true","69281","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_067","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0403_moderate_5ed6dc419e4d.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\032__batch_008_dr_pattern_evidence_dry_run_067__5ed6dc419e4d.png","true","71477","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_018","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0424_moderate_6666c4f18396.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\033__batch_008_dr_pattern_evidence_dry_run_018__6666c4f18396.png","true","71294","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_020","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0435_moderate_6889bc64ab09.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\034__batch_008_dr_pattern_evidence_dry_run_020__6889bc64ab09.png","true","68954","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_014","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0448_moderate_6d3d1fe6c32a.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\035__batch_008_dr_pattern_evidence_dry_run_014__6d3d1fe6c32a.png","true","70989","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_092","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0451_moderate_6dfd80748e72.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\036__batch_008_dr_pattern_evidence_dry_run_092__6dfd80748e72.png","true","71548","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_091","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0462_moderate_7247a2c97f71.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\037__batch_008_dr_pattern_evidence_dry_run_091__7247a2c97f71.png","true","67056","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_012","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0466_moderate_73e83a07a16d.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\038__batch_008_dr_pattern_evidence_dry_run_012__73e83a07a16d.png","true","67545","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_097","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0467_moderate_74418f620068.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\039__batch_008_dr_pattern_evidence_dry_run_097__74418f620068.png","true","71177","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_042","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0492_moderate_7bc2e0fa3f72.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\040__batch_008_dr_pattern_evidence_dry_run_042__7bc2e0fa3f72.png","true","68531","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_064","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0498_moderate_7d261f986bef.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\041__batch_008_dr_pattern_evidence_dry_run_064__7d261f986bef.png","true","73054","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_035","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0503_moderate_7e9458de5707.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\042__batch_008_dr_pattern_evidence_dry_run_035__7e9458de5707.png","true","72049","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_022","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0543_moderate_8871e6a26596.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\043__batch_008_dr_pattern_evidence_dry_run_022__8871e6a26596.png","true","66733","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_027","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0547_moderate_89d2a7403a06.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\044__batch_008_dr_pattern_evidence_dry_run_027__89d2a7403a06.png","true","70310","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_078","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0559_moderate_8cb6b5b2f19c.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\045__batch_008_dr_pattern_evidence_dry_run_078__8cb6b5b2f19c.png","true","71695","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_065","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0578_moderate_91cbe1c775ef.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\046__batch_008_dr_pattern_evidence_dry_run_065__91cbe1c775ef.png","true","73054","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_077","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0585_moderate_92f313287a29.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\047__batch_008_dr_pattern_evidence_dry_run_077__92f313287a29.png","true","71032","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_036","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0624_moderate_9da74370835a.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\048__batch_008_dr_pattern_evidence_dry_run_036__9da74370835a.png","true","77065","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_031","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0631_moderate_9f436886e056.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\049__batch_008_dr_pattern_evidence_dry_run_031__9f436886e056.png","true","67770","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_082","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0632_moderate_9f5a8665cf2e.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\050__batch_008_dr_pattern_evidence_dry_run_082__9f5a8665cf2e.png","true","71586","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_070","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0633_moderate_9faad91b6578.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\051__batch_008_dr_pattern_evidence_dry_run_070__9faad91b6578.png","true","75134","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
"batch_008_dr_pattern_evidence_dry_run_045","dr_pattern_dominant","train","Google Colab/Fundus DR Hem Exudate Separation/review_batches/batch_008_kaggle_dr_224_full_upload_pack/images/moderate/row_0646_moderate_a19507501b40.png","F:\EyeScan_Local_Data\large_dr_82gb_work\fitting_v1_batch_008_image_cache\images\052__batch_008_dr_pattern_evidence_dry_run_045__a19507501b40.png","true","72198","batch_008_kaggle_dr_224","Kaggle Diabetic Retinopathy 224x224 2019","resolved from Mac Batch 008 transfer manifest; external cache only"
